Voter Registration,Registration Date,Name,Street #,Apt #,Street Name,City,Zip Code,County,Race,Gender,Status,Year of Birth
05757164,1992-11-17,"SCOTT, MALANI",722,386,DOYLE RD,BAXLEY,31513,APPLING,Hispanic,F,Active,1992
04331912,2002-12-17,"WATTS, ELIAS",646,,DEENS LANDING RD,BAXLEY,31539 - 7673,APPLING,White not of Hispanic Origin,M,Active,2002
00651198,1973-5-1,"DIXON, OSCAR",148,468,WRIGHT DR,BAXLEY,31513,APPLING,Asian or Pacific Islander,M,Cancelled,1973
00649504,1973-12-12,"JAMES, HOMER",191,,JEKYLL RD,BAXLEY,31513 - 0212,APPLING,White not of Hispanic Origin,M,Active,1973
1599883,1990-6-28,"MILLER, LAYNE",80,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1990
654878,2003-8-19,"SMITH, TIMMOTHY",64,193,RED OAK RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2003
00947082,1991-8-19,"COLEMAN, GEORGETTA",768,757,SATILLA CHURCH RD,BAXLEY,31513 - 6081,APPLING,Black not of Hispanic Origin,F,Active,1991
11538380,2017-8-17,"REDDISH, ELOISA",959,426,OLD SURRENCY RD,BRISTOL,31513,APPLING,Hispanic,F,Active,2017
11754555,1998-1-9,"BRANTLEY, DANIEL",243,434,ASBURY CHURCH RD,BRISTOL,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1998
13178550,2000-10-4,"MCCAMMON, MAYRA",6,55,ANTHONY ST,BAXLEY,31513 - 7209,APPLING,White not of Hispanic Origin,F,Inactive,2000
08181818,1971-11-22,"STIPE, DELORES",894,,SATILLA CHURCH RD,BAXLEY,31563 - 2449,APPLING,Hispanic,F,Cancelled,1971
02958220,1965-9-15,"WADE, LYLE",519,609,W PARKER ST,BAXLEY,31513 - 6756,APPLING,Hispanic,M,Active,1965
08636165,1998-4-4,"CLAXTON, HALIE",801,128,MITTIE BYRD DR,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,1998
00648886,2014-11-8,"MATHEWS, ELISA",107,,HATCH PKWY S,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2014
10334260,2005-2-20,"WILBORN, LASHONDA",26,814,ZOAR RD,BAXLEY,31513 - 7778,APPLING,Black not of Hispanic Origin,F,Cancelled,2005
00649281,2016-10-23,"ROWELL, BROOKS",654,931,SWEETGUM LN,BAXLEY,31513 - 0490,APPLING,Black not of Hispanic Origin,M,Cancelled,2016
06919525,2012-6-13,"WOODS, KELVIN",153,159,PAT LEWIS RD,BAXLEY,31513 - 7068,APPLING,Black not of Hispanic Origin,M,Cancelled,2012
08754882,1996-9-1,"MOSS, CAROLINE",570,449,DAVID CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1996
3335899,2016-11-2,"PEOPLES, LAWSON",70,237,W PARKER ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Inactive,2016
07914023,2000-5-19,"SCHNIEBER, LEAH",646,758,BUCK HEAD RD,BAXLEY,31513 - 8010,APPLING,Black not of Hispanic Origin,F,Active,2000
05686528,1973-7-21,"MINCEY, IVORY",359,631,JEAN ST,BAXLEY,31513 - 7704,APPLING,White not of Hispanic Origin,M,Active,1973
10270985,2008-9-10,"MCLAIN, GENA",635,853,BROBSTON ST,BAXLEY,31513 - 9608,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,2008
08652431,2021-7-15,"LONG, JOESPH",783,739,BUCK HEAD RD,SURRENCY,31513 - 8616,APPLING,White not of Hispanic Origin,M,Cancelled,2021
05492367,2022-7-11,"SIDDONS, ROLAND",728,,LAWANNA DR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Inactive,2022
11310507,1975-3-9,"HAMILTON, EDD",831,,BEACH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Active,1975
11003421,1997-9-28,"MORGAN, CURLEY",660,448,COUNTY FARM RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1997
05307729,2012-10-14,"SPELL, ELLE",682,942,VP LYNCH RD,BAXLEY,31513 - 7480,APPLING,White not of Hispanic Origin,F,Active,2012
11461038,2023-5-12,"STUCKEY, FRANCES",902,338,DYAL SCHOOL RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Cancelled,2023
06679635,1982-2-19,"CARMACK, LELAND",796,,OSCAR WALKER RD,BAXLEY,31513 - 0879,APPLING,White not of Hispanic Origin,M,Cancelled,1982
00653708,1992-8-19,"DYAL, CARROLL",708,458,CAMPBELL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1992
05184748,1969-5-11,"SUMNER, JEANE",548,668,OAKIE BAY RD,SURRENCY,31513 - 6508,APPLING,White not of Hispanic Origin,F,Cancelled,1969
00650308,1971-8-23,"REEVES, ADELINA",523,291,BEN CARTER RD,BAXLEY,31513 - 8509,APPLING,White not of Hispanic Origin,F,Cancelled,1971
04631095,1976-10-25,"BASSETT, ALEC",401,607,WALKER LN,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1976
11647469,1996-5-7,"KIRKLAND, SIGURD",687,,SPRING BRANCH CHURCH RD,BAXLEY,31513 - 2815,APPLING,White not of Hispanic Origin,M,Inactive,1996
11404835,1966-2-5,"LANE, EVELINA",675,,EVANS LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1966
10773795,1963-9-15,"CRUMMY, JULISSA",814,845,GA HIGHWAY 121 NE,BAXLEY,31513 - 8259,APPLING,White not of Hispanic Origin,F,Cancelled,1963
00654533,2012-3-19,"EDENFIELD, FLORENCE",212,897,THORNTON RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2012
5810856,1987-7-24,"RAMIREZ, JEFFERY",488,638,NAILS FERRY RD,BAXLEY,31513 - 9807,APPLING,White not of Hispanic Origin,M,Cancelled,1987
11265856,2020-3-19,"JONES, ISAAK",603,,HUTCHESON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2020
7048472,1998-1-25,"TAYLOR, KIMBERELY",168,781,OLD SURRENCY RD,BAXLEY,31563 - 3241,APPLING,Black not of Hispanic Origin,F,Cancelled,1998
10952578,1974-1-18,"WOMACK, CONSTANTINE",710,260,PENDLETON ST,BAXLEY,31513,APPLING,Unknown,M,Active,1974
08904317,2014-6-1,"PEARCE, RALEIGH",242,,PINE RIDGE RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2014
8396707,1981-10-24,"HALL, AL",440,94,S MAIN ST,BAXLEY,31563 - 2712,APPLING,White not of Hispanic Origin,M,Active,1981
04855257,2011-9-9,"HARRIS, BRIANNE",100,,CHAD CLAXTON ST,BAXLEY,31513 - 7522,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2011
06909235,1983-6-24,"SAPP, ROBIN",361,,OLD SURRENCY RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,1983
06781155,2012-2-21,"YORK, ANTOINE",618,120,BUCK WILLIAMS RD,BAXLEY,31513 - 4575,APPLING,White not of Hispanic Origin,M,Cancelled,2012
06958390,1964-4-25,"RIVERA, BROOK",628,457,WOODLAWN CHURCH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1964
00653022,2020-4-9,"STICKEL, PAMELLA",603,698,WRIGHT DR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,2020
3568559,1972-8-11,"DAVIS, PATRICK",917,,JOEY LN,BAXLEY,31513 - 1242,APPLING,White not of Hispanic Origin,M,Active,1972
12473689,2001-6-25,"LIVINGSTON, LILLIAN",926,,NAILS FERRY RD,BAXLEY,31513 - 5425,APPLING,Black not of Hispanic Origin,M,Cancelled,2001
00650133,1995-8-21,"MOORE, TONI",139,197,SPEER ST,BAXLEY,31513 - 6537,APPLING,White not of Hispanic Origin,F,Cancelled,1995
05302987,1978-9-5,"SIKES, VINCENT",604,,BEACH RD,BAXLEY,31563,APPLING,Hispanic,M,Inactive,1978
00651623,2003-10-5,"DEAN, JERI",422,,KERSEY ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2003
07515030,1972-5-5,"SIKES, LATOYA",324,897,NAILS FERRY RD,BAXLEY,31513,APPLING,Unknown,F,Active,1972
00647343,1985-10-23,"SPELL, FRANK",86,382,ALAN HARVEY DR,BAXLEY,31513 - 1804,APPLING,Black not of Hispanic Origin,M,Active,1985
05220523,2002-9-21,"MIMS, DONIE",431,,BROBSTON ST,BAXLEY,31513 - 6048,APPLING,White not of Hispanic Origin,F,Cancelled,2002
10710935,2015-3-21,"WESSELLS, PAUL",116,,POOR ROBIN EXT,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2015
10094671,1991-12-16,"YARBROUGH, TAWANDA",744,845,OAK VIEW DR,BAXLEY,31513 - 0206,APPLING,White not of Hispanic Origin,F,Active,1991
13069125,1991-7-24,"BROSH, JAKE",458,,BRANDON ST,BAXLEY,31513,APPLING,Hispanic,M,Active,1991
07715320,1992-2-22,"HARTLEY, RYAN",876,24,BEN CARTER RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,1992
03627366,2006-2-3,"NETTLES, RUBEN",626,,MAX DEEN DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2006
00654796,1972-8-14,"HARRIS, ALLIE",703,73,WALKER LN,BAXLEY,31513,APPLING,Unknown,Unknown,Cancelled,1972
03708234,1966-3-2,"GRIFFIN, ANTONIA",840,,STRICKLAND CIR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1966
10272134,2007-3-26,"THORNTON, ZELLA",537,,GA HIGHWAY 144,BAXLEY,31513 - 4424,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,2007
05171379,2022-11-19,"ROLAND, DEENA",942,,HATCH PKWY N,BAXLEY,31513 - 7089,APPLING,White not of Hispanic Origin,Unknown,Active,2022
12006770,1990-3-24,"CARTER, TRUDIE",273,,NE PARK AVE,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1990
8498106,2002-2-1,"TROXELL, JAME",360,,HILL TOP RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2002
3819199,2008-10-4,"JONES, VINA",249,745,IRA EASON RD,BAXLEY,31513 - 3359,APPLING,White not of Hispanic Origin,F,Active,2008
8675236,1980-11-14,"CAMPBELL, AIDA",943,470,JEKYLL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1980
12009706,1970-11-28,"TURNER, MIRIAM",590,963,HENRY THOMAS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1970
3714844,1993-8-1,"CRAY, ELLEN",314,,LILLY MOODY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1993
11734584,2000-10-21,"PRENCKE, BLAISE",787,,DAVIS LANDING RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2000
00647485,1978-7-13,"CALHOUN, BRYANT",809,,ALFRED WHITE RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Active,1978
00648740,2000-5-6,"MILES, DAMON",80,565,MARTIN LUTHER KING JR DR,BAXLEY,31513 - 6764,APPLING,White not of Hispanic Origin,M,Active,2000
10991377,1996-1-7,"PITTS, ZELMA",791,477,SATILLA CHURCH RD,BAXLEY,31513 - 7875,APPLING,White not of Hispanic Origin,F,Active,1996
4619453,1964-10-8,"DISHAROON, ODELL",169,35,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1964
00649381,2003-8-9,"PAULK, LENA",772,364,MARTIN LUTHER KING JR DR,BAXLEY,31513 - 3019,APPLING,White not of Hispanic Origin,Unknown,Active,2003
1600091,1972-4-13,"BRASWELL, GIDEON",820,833,KENNY LN,BAXLEY,31513 - 8705,APPLING,White not of Hispanic Origin,Unknown,Active,1972
00653806,2004-5-23,"DEVAUL, RUBY",128,,JIMMY SHIPES RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,2004
08513141,1993-5-16,"MIMS, RUSSEL",658,,AZALEA DR,BAXLEY,31513 - 6716,APPLING,Hispanic,M,Active,1993
04108565,1969-12-14,"DYAL, LENA",146,862,CROSBY CHAPEL CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1969
07171595,1975-2-16,"MCLEIGHTON, LELIA",609,,HENRY RYALS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1975
11497076,1965-6-3,"EDMONDS, DELLIE",42,505,SURSSON ST,BAXLEY,31513 - 1704,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1965
00648552,2014-5-16,"HUNTER, ALDEN",178,332,WILLIAMSON CIR,PATTERSON,31513,APPLING,White not of Hispanic Origin,M,Active,2014
04404947,2021-4-22,"HUNTER, CYRIL",535,,HENRY THOMAS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Inactive,2021
05278144,1998-2-26,"SELLERS, BONITA",900,335,BAY ST,BAXLEY,31513 - 1356,APPLING,Hispanic,F,Active,1998
04198744,1984-11-22,"JOHNSON, DANIELLE",246,,HENRY THOMAS RD,BRISTOL,31563 - 2358,APPLING,White not of Hispanic Origin,F,Active,1984
655008,1974-2-19,"BECKWORTH, ALBERT",979,688,MARTIN LUTHER KING JR DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1974
05634892,1962-11-16,"GRADY, CHAUNCEY",73,,E RIVER RD,BAXLEY,31513 - 0777,APPLING,Black not of Hispanic Origin,M,Inactive,1962
05288080,2011-1-20,"WRIGHT, SONDRA",841,73,HOLMESVILLE AVE,GRAHAM,31513,APPLING,Black not of Hispanic Origin,F,Active,2011
08146022,1977-3-4,"CARTER, KARA",907,791,MEMPHIS CROSBY RD,HAZLEHURST,31539 - 7665,APPLING,White not of Hispanic Origin,F,Inactive,1977
02301530,2002-6-16,"THOMPSON, ELISA",314,543,PATTERSON RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2002
652782,1999-3-25,"LEE, LUCIUS",696,,CURTIS TILLMAN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Inactive,1999
649672,1960-4-26,"MOSER, HELEN",915,,TEN MILE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1960
01335641,1999-9-7,"KERSEY, LANNY",430,451,HOLT RENTZ RD,BAXLEY,31513 - 0432,APPLING,White not of Hispanic Origin,M,Active,1999
04352328,2007-8-8,"MILLER, CHRISTOPHE",270,,HOLMESVILLE AVE,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2007
10757839,1995-4-9,"REYNOLDS, SIDNEY",226,221,CROSBY CHAPEL CHURCH RD,SURRENCY,31513 - 6590,APPLING,Unknown,M,Cancelled,1995
12977873,1991-3-2,"DUBBERLY, NOLA",563,831,PINE ST,BAXLEY,31513 - 3307,APPLING,White not of Hispanic Origin,F,Cancelled,1991
00648477,2017-4-25,"WELCH, ANNIE",87,593,HILL TOP RD,BAXLEY,31513 - 6010,APPLING,Black not of Hispanic Origin,F,Cancelled,2017
00647734,1971-4-21,"WILLIAMS, ALMA",945,881,PEACHTREE ST,BAXLEY,31513 - 5425,APPLING,White not of Hispanic Origin,F,Cancelled,1971
07969049,2011-9-18,"WALTER, INA",414,801,FANNIE LN SE,HAZLEHURST,31513,APPLING,Black not of Hispanic Origin,F,Active,2011
11002782,1985-11-23,"WILLIAMS, PATRICIA",561,,KENNY LN,BAXLEY,31513 - 1034,APPLING,White not of Hispanic Origin,M,Active,1985
01334833,1998-12-14,"WILLIAMS, TRACY",18,475,TEN MILE RD,BAXLEY,31518,APPLING,White not of Hispanic Origin,M,Cancelled,1998
04266846,1991-11-25,"MATTHEWS, ARJUN",362,699,TEN MILE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1991
05243047,2012-10-19,"DUFFY, MARIANNE",741,85,NAILS FERRY RD,BAXLEY,31513 - 5933,APPLING,Black not of Hispanic Origin,F,Inactive,2012
11862690,2004-2-26,"TODD, SIENA",425,,JAMES STANFIELD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2004
00651004,1977-11-13,"CARTER, LEVI",783,,OAK RIDGE RD,BAXLEY,31513 - 8790,APPLING,White not of Hispanic Origin,M,Active,1977
12111176,2009-2-27,"STANLEY, FREDA",446,295,NORMAN URSERY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2009
04368053,1986-10-3,"SHELTON, WENDELL",624,,ALTAMAHA SCHOOL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1986
00653241,1962-10-17,"DUKES, CARMELO",565,924,CORETTA ST,BAXLEY,31513 - 3411,APPLING,Black not of Hispanic Origin,M,Active,1962
10643372,1974-2-7,"THOMAS, DAISY",412,505,BAY ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1974
649840,1974-6-28,"MOSS, JEANNA",644,737,LEE WOODS RD NE,SURRENCY,31513 - 5931,APPLING,White not of Hispanic Origin,F,Cancelled,1974
11318784,1967-8-7,"TURNER, DARIAN",19,856,WOOD ST,BAXLEY,31513 - 2214,APPLING,White not of Hispanic Origin,M,Active,1967
8521965,2023-2-19,"CARTER, MARYANN",291,267,HILTON HESTERS RD,BAXLEY,31563 - 3622,APPLING,White not of Hispanic Origin,F,Cancelled,2023
13026013,2000-2-24,"CRAY, ONA",38,235,THORNTON RD,SURRENCY,31513 - 8802,APPLING,White not of Hispanic Origin,F,Active,2000
08321552,1995-5-2,"JOHNSON, MYRLE",641,,PEACHTREE ST,HAZLEHURST,31513 - 1281,APPLING,White not of Hispanic Origin,F,Active,1995
00652711,1997-6-18,"VICKERS, EFREN",124,191,OAKDALE CIR,BAXLEY,31513 - 6757,APPLING,White not of Hispanic Origin,M,Cancelled,1997
00647484,1983-1-6,"CHANCEY, AMIE",616,335,GA HIGHWAY 121 SE,BAXLEY,31513 - 2709,APPLING,White not of Hispanic Origin,F,Active,1983
12468789,2004-8-24,"HARDY, KYLE",496,,BUCK HEAD RD,BAXLEY,31539 - 7601,APPLING,White not of Hispanic Origin,M,Active,2004
00649999,1997-11-9,"LASHLEY, LANE",608,,THORNTON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1997
07149052,2005-1-24,"SMITH, ELOISA",66,531,GOLDEN ISLE W,BAXLEY,31513,APPLING,Hispanic,F,Active,2005
06896871,1973-1-4,"CAMPBELL, AYLA",602,949,JONES ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1973
11102240,1992-4-12,"MANSFIELD, KATELYN",735,342,RR 7 BOX 144,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Cancelled,1992
00653316,2020-10-6,"DOUGHERTY, GILLIAN",639,,HIGHLAND DR,BAXLEY,31513 - 5219,APPLING,White not of Hispanic Origin,F,Active,2020
11671711,2001-1-27,"YOUNG, FREDRIC",782,,ELLIS RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2001
5610631,1999-11-24,"PORTER, CLORA",653,390,BLACKSHEAR HWY,BAXLEY,31513 - 2667,APPLING,White not of Hispanic Origin,F,Active,1999
00651025,1981-5-22,"GUERRA, CORRIE",184,529,KERSEY ST,BAXLEY,31513 - 5011,APPLING,White not of Hispanic Origin,F,Active,1981
13198294,2011-8-22,"ROOKS, BEULAH",678,295,BLACKSHEAR HWY,BAXLEY,31513 - 3019,APPLING,White not of Hispanic Origin,Unknown,Active,2011
08401488,1963-7-6,"CROSBY, SANDY",182,227,JOHNS LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1963
08177929,1994-5-28,"WEAVER, DARIAN",24,,JEAN ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1994
00654541,1971-2-25,"BELL, AURELIO",994,770,COUNTY FARM RD,BRISTOL,31513 - 7812,APPLING,White not of Hispanic Origin,M,Inactive,1971
00648496,1963-8-5,"FIELDS, LLOYD",905,,JACK MILES RD,BAXLEY,31513 - 0951,APPLING,White not of Hispanic Origin,M,Active,1963
11341296,2007-4-21,"WHITE, NATALIE",201,934,POOR ROBIN RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,2007
05399686,1976-3-18,"CARTER, WILLIAM",466,813,HERRINGTON DR,BAXLEY,31513 - 5861,APPLING,White not of Hispanic Origin,M,Cancelled,1976
647267,1969-9-11,"HOGWOOD, DORTHA",299,31,ASBURY CHURCH RD,ODUM,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1969
6283303,1971-3-25,"ARREGUIN, HEIDI",765,898,BUCKHORN RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1971
12937014,2016-11-20,"CARTER, STEPHEN",550,,GA HIGHWAY 144,BAXLEY,31513 - 6742,APPLING,Black not of Hispanic Origin,M,Inactive,2016
11839510,2009-3-14,"HILL, JARED",366,,COUNTY FARM RD,BAXLEY,31513 - 0537,APPLING,White not of Hispanic Origin,M,Active,2009
00652339,2019-1-26,"TOOTLE, ELEANORA",623,,PINEY GROVE CHURCH RD,BAXLEY,31555,APPLING,Unknown,F,Active,2019
12015238,1993-3-9,"CORDERO, DONALD",312,,OAKDALE CIR,BAXLEY,31513 - 4477,APPLING,White not of Hispanic Origin,M,Active,1993
6285049,1968-4-11,"GREEN, CLIFF",382,,CAUSEY RD,BAXLEY,31513 - 7616,APPLING,White not of Hispanic Origin,M,Active,1968
08676369,1996-5-4,"MANN, JULIET",982,,PRIMROSE LN,BAXLEY,31513,APPLING,Other,Unknown,Active,1996
05930856,2018-9-17,"HOWARD, CINDI",70,,HARRY ST,BAXLEY,31513 - 8674,APPLING,White not of Hispanic Origin,F,Active,2018
11434151,1967-5-2,"HALLMAN, MARIAN",73,,HATCH PKWY N,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1967
08101976,1978-11-14,"PATTERSON, PIERCE",822,,HIGHLAND DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1978
07640778,1978-2-18,"HERNDON, FRANCIS",186,,COLONIAL DR,PATTERSON,31557 - 9509,APPLING,White not of Hispanic Origin,F,Active,1978
07386313,2022-4-16,"MCELROY, JOYCE",104,,PINEY BLUFF RD,BAXLEY,31513 - 6894,APPLING,White not of Hispanic Origin,F,Active,2022
12160777,2002-3-11,"MILLS, ENA",751,154,JONES ST,BAXLEY,31513 - 6569,APPLING,Other,F,Active,2002
01365586,1965-9-8,"SMITH, CORENE",153,268,LAKE MAYERS RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1965
00651765,1989-8-28,"CARTER, EDMUND",41,,GA HIGHWAY 121 SE,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1989
06101499,1999-7-22,"LANCASTER, JAY",764,244,FRIENDSHIP CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1999
00648100,1979-2-9,"GALICIA, HOYT",788,,HATCH PKWY S,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1979
4307151,2011-7-16,"BRUCE, LATANYA",507,827,JOHNSON ST,SURRENCY,31513 - 3626,APPLING,Hispanic,F,Cancelled,2011
7915634,2016-8-24,"TURNER, LINUS",797,649,NAILS FERRY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2016
00648804,1963-4-27,"MEDDERS, WILFRED",180,,BUCK HEAD RD,HAZLEHURST,31513,APPLING,White not of Hispanic Origin,M,Active,1963
12751308,1988-6-15,"MILLER, MARK",407,227,GA HIGHWAY 144,BAXLEY,31513 - 8707,APPLING,White not of Hispanic Origin,M,Active,1988
11724364,1986-6-4,"REEVES, BRIAN",562,311,CARL THOMAS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1986
653616,1971-10-25,"SIMPSON, MARISSA",435,,HIGHLAND DR,ODUM,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1971
00655403,2019-9-19,"TOMBERLIN, BRAYDEN",319,,HATCH PKWY S,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2019
05008090,2006-9-26,"COURSON, MADISYN",771,,RIVER RIDGE DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2006
07915739,2013-3-5,"DEEN, AZARIAH",719,810,HUNDREDS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2013
08805100,2013-12-10,"DOUGLAS, KIARA",463,,WRIGHT DR,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2013
647801,1961-2-5,"BLANTON, EVERETT",697,,BEN CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1961
652551,1965-11-5,"SLOAN, KIERRA",494,43,PINE STREET EXT,BAXLEY,31513 - 5110,APPLING,Black not of Hispanic Origin,F,Active,1965
12885897,1973-7-16,"REYNOLDS, TRISTEN",846,,W TOLLISON ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1973
05184946,2021-9-25,"JARRETT, LEANNA",625,,JOE SMITH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2021
00652604,2006-3-2,"LIGHTSEY, TERRELL",156,,VERNON WILLIAMS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2006
12930399,2014-9-21,"HUKILL, OZIE",411,160,BRENDA KAYE YAWN RD,SURRENCY,31513 - 9800,APPLING,White not of Hispanic Origin,M,Active,2014
10849416,2004-4-9,"CHRISTOPHER, EDITH",444,,HEATH ST,BAXLEY,31513 - 0309,APPLING,White not of Hispanic Origin,M,Cancelled,2004
03817146,2005-3-19,"BAUCOM, JANESSA",697,621,EDGERTON ST,BAXLEY,31513 - 5425,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2005
08312709,1984-12-2,"JAMES, FREDDY",960,,ARBOR DR,SURRENCY,31513 - 9016,APPLING,White not of Hispanic Origin,M,Active,1984
00648447,1999-1-3,"HORNE, LONDON",804,,E ALLEN ST,BAXLEY,31563 - 2100,APPLING,White not of Hispanic Origin,F,Active,1999
4655429,2014-7-10,"HIX, HILMA",395,,GA HIGHWAY 144 NE,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2014
04644721,1982-11-23,"MURRAY, BETTE",897,180,WALDON ST,BAXLEY,31513 - 4829,APPLING,Black not of Hispanic Origin,F,Cancelled,1982
10316462,1980-6-13,"RAMIREZ, ALFREDA",566,614,VERNON WILLIAMS RD,BAXLEY,31513 - 8818,APPLING,White not of Hispanic Origin,F,Cancelled,1980
11421773,1994-1-3,"CRUMMEY, MELVA",521,777,HARMONY CHURCH RD,SURRENCY,31513 - 9063,APPLING,White not of Hispanic Origin,F,Cancelled,1994
04477616,2016-10-19,"CROSBY, ELROY",782,,CAMPBELL RD,BAXLEY,31563 - 2715,APPLING,White not of Hispanic Origin,M,Active,2016
5563642,1987-6-8,"DRURY, CLARANCE",886,372,WALNUT ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1987
10012431,1983-11-11,"FLETCHER, WAYLON",223,,KYLE STAINES RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1983
10996140,1975-7-27,"NAILS, MARGUERITE",532,460,ED IGOU RD,SURRENCY,31513 - 4838,APPLING,White not of Hispanic Origin,F,Active,1975
07734403,1990-6-5,"CRAWFORD, GENA",529,,EDSEL SMITH RD,SURRENCY,31513 - 5265,APPLING,White not of Hispanic Origin,F,Active,1990
